NOMBRE,GENEROS,bytesfiles,sampleratefiles,totalsamplesfiles,durationfiles
Ten Cuidado.mp3,Son Cubano,3743510,44100,10154882,230.3
Tender Love.mp3,Merengue,3528139,44100,9561599,216.8
TENDRIA QUE LLORAR POR TI - Moncho.mp3,Bolero Tradicional,6128357,44100,13382784,303.5
Tenemos Que Echar Pa Lante -  Angel Canales.mp3,Salsa,4420257,44100,16027381,363.4
Tenerte - Frankie Ruíz.mp3,Guaracha,6113201,44100,13349376,302.7
Tenerte.mp3,Guaracha,4760463,44100,12957696,293.8
Tengo Derecho A Ser Feliz - Junior González.mp3,Bolero Tradicional,6742759,44100,14737536,334.2
Tengo Derecho A Ser Feliz.mp3,Merengue,13814649,48000,16516224,344.1
Tengo El Idde.mp3,Bolero Tradicional,7274054,44100,13256148,300.6
Tengo Felicidad.mp3,Salsa,5869667,44100,6386688,144.8
Tengo Ganas.mp3,Son Cubano,4284554,44100,11802235,267.6
Tengo La Piel Cansada De La Tarde - Eddie Montalvo.mp3,Bolero Son,5908408,44100,12897792,292.5
Tengo Poder - La Conspiración.mp3,Guajira,6091302,44100,13300992,301.6
Tengo que Conformarme.mp3,Salsa,17316088,44100,19086048,432.8
Tengo Testigo ( Frankie Vasquez ).mp3,Guaracha,4393008,44100,11911683,270.1
TENGO UN CARIÑITO - Celia Crúz.mp3,Merengue,3082971,44100,6797951,154.1
Tengo Un Cariñito.mp3,Pachanga,2565999,44100,6907959,156.6
Tengo Una Muñeca - Gilberto Santa Rosa.mp3,Pachanga,5870798,44100,12814847,290.6
Tenia Que Ser Asi - Bobby Valentin.mp3,Bolero Son,3170531,44100,8575488,194.5
Tentacion - Danny Rivera.mp3,Merengue,5640072,44100,15382656,348.8
Tentacion.mp3,Son Cubano,6477908,44100,14274473,323.7
Tente En Pie Los Compadres.mp3,Bolero Son,2850794,44100,7691903,174.4
Terapia De Amor.mp3,Merengue,12261549,44100,13453056,305.1
Tercero De Manigua - Henry Fiol.mp3,Guaracha,5316306,44100,14489857,328.6
Terciopelo (Bolero) - Orq Harlow.mp3,Pachanga,2922324,44100,7891199,178.9
Teresa Vuelve.mp3,Bolero Tradicional,3486765,44100,9447551,214.2
Teresita.mp3,Bolero Son,4896835,44100,13474945,305.6
Teresita-Guayacan.mp3,Bolero Son,5010365,44100,13797906,312.9
Terminando - Orq Harlow.mp3,Guajira,4191230,44100,11388671,258.2
Tesoro De Amor.mp3,Bolero Son,2413503,44100,6489216,147.1
Tesoro Divino - Luis Perico Ortiz.mp3,Salsa,4281789,44100,11638657,263.9
TESTAMENTO DE UN SONERO.mp3,Guaracha,19408513,44100,21397247,485.2
That´s Okay.mp3,Salsa,4510788,44100,12420511,281.6
Thats Good - Mongo Santa Maria.mp3,Son Montuno,3699915,44100,10035071,227.6
The Click.mp3,Merengue,4784279,44100,12942719,293.5
THE DON JOSE PACHANGA - LA PLATA.mp3,Pachanga,2192070,44100,6035895,136.9
The Don Jose Pachanga.mp3,Bolero Tradicional,2273103,44100,6102145,138.4
The Gate - Bobby Valentin.mp3,Son Cubano,3632367,44100,9848448,223.3
The Good Doctor - Mongo Santa Maria.mp3,Bolero Son,4710959,44100,12821761,290.7
The Jamaican - Machito Y Su Afro Cubans.mp3,Salsa,3626856,44100,7867008,178.4
The Last Day.mp3,Salsa,4762477,44100,17284609,391.9
The Latin Brothers - Sobre las Olas (salsa).mp3,Son Cubano,3642231,44100,9876096,223.9
The Real Thing.mp3,Guajira,4225464,44100,11483136,260.4
The Rising Boogaloo.mp3,Bolero Son,4335616,44100,6961536,157.9
The Trap.mp3,Guaracha,8382880,44100,9176832,208.1
The War Gods.mp3,Salsa,11721602,44100,31944960,724.4
The Wedding Pachanga.mp3,Merengue,2095023,44100,5592960,126.8
Theme Song.mp3,Guaracha,9897296,44100,21692614,491.9
These Days Are Gone Forever - Orq Harlow.mp3,Pachanga,2058837,44100,5511169,125
This Mascarade.mp3,Pachanga,13436928,44100,14812415,335.9
Ti Mon Bo.mp3,Bolero Tradicional,6433320,44100,17459711,395.9
Ti Ta Tiri.mp3,Son Cubano,4169345,44100,11328769,256.9
TIAHUANACO - ALFREDO LINARES.mp3,Son Montuno,4265479,44100,9405381,213.3
Tibiri Tabara - Machito.mp3,Guajira,2883202,44100,7784063,176.5
Tibiri Tabara.mp3,Son Cubano,3218332,44100,8728779,197.9
Tiburon - Johnny Rivera.mp3,Merengue,6171719,44100,13478400,305.6
Tiburon - Orq Fascinacion -.mp3,Merengue,4882489,44100,13294080,301.5
TIBURON DE AGUA DULCE- MARVIN SANTIAGO.mp3,Guajira,16907884,44100,18636003,422.6
Tiburon De Agua Dulce.mp3,Pachanga,16948600,44100,18680892,423.6
Tiembla - Gran Combo.mp3,Pachanga,3008643,44100,8280577,187.8
Tiembla.mp3,Son Montuno,3846073,44100,8330113,188.9
Tiemblas  - Tito Rodríguez.mp3,Salsa,4318594,44100,9392257,213
Tiemblas - Gilberto Santa Rosa.mp3,Guajira,5217737,44100,11374848,257.9
Tiemblas.mp3,Son Cubano,4164836,44100,11313792,256.5
Tiempo - Naty Y Su Orq.mp3,Guajira,4821754,44100,13277953,301.1
Tiempo (2).mp3,Bolero Tradicional,4876626,44100,13277953,301.1
Tiempo Contado.mp3,Merengue,4988983,44100,13746232,311.7
Tiempo De Estudiante - Johnny Rivera.mp3,Bolero Tradicional,5933482,44100,12953087,293.7
Tiempo Muerto  - Cheo Feliciano.mp3,Bolero Tradicional,4034059,44100,14309971,324.5
Tiempo Nuevo - José Nogueras.mp3,Guaracha,4930379,44100,10741247,243.6
Tiempo Pa' Matar.mp3,Son Cubano,12145191,48000,14512896,302.4
Tiempo.mp3,Bolero Son,9224025,44100,10103758,229.1
Tiempos De Ayer.mp3,Merengue,6565110,44100,14295621,324.2
Tiempos Pasados - Hector Lavoe.mp3,Bolero Tradicional,4243314,44100,11683584,264.9
Tiene Coimbre.mp3,Son Cubano,7834057,44100,8634468,195.8
Tiene El Banco Virao.mp3,Son Cubano,4703131,44100,12720383,288.4
Tiene Ñeque - Gran Combo.mp3,Guaracha,2840631,44100,7817472,177.3
Tiene Sabor - Angel Canales.mp3,Bolero Son,4084877,44100,18688243,423.8
Tiene Sabor - Henry Fiol.mp3,Pachanga,5673236,44100,15473665,350.9
Tiene Sabor (1).mp3,Salsa,12329840,44100,13528332,306.8
Tiene Sabor ++++++++.mp3,Bolero Tradicional,3415649,44100,9408385,213.3
Tiene Sabor.mp3,Pachanga,3352596,44100,9077492,205.8
Tiene Un Amigo - Gilberto Santa Rosa.mp3,Guajira,6199941,44100,13540607,307
Tiene Un Amigo.mp3,Pachanga,12502351,48000,14941440,311.3
Tienes Que Cambiar.mp3,Guaracha,11122491,44100,12211200,276.9
Tienes Que Cantar - Gran Combo.mp3,Salsa,5264388,44100,14497919,328.8
TIENES QUE QUERERME - CHICO CERVANTES.mp3,Guajira,6395451,44100,14092869,319.6
TIENES QUE REGRESAR - PASTOR LOPEZ.mp3,Bolero Tradicional,3925888,44100,8656583,196.3
Tiernamente - Vicentico Valdes.mp3,Salsa,3019894,44100,8160768,185.1
Tierra Prometida (Castro).mp3,Bolero Son,10101977,44100,11072099,251.1
Tierra Prometida.mp3,Bolero Tradicional,4067830,44100,11048833,250.5
Tierra Sin Sol.mp3,Merengue,11723108,44100,12923136,293
Tighter Tighter - Gilberto Sextet.mp3,Pachanga,2354686,44100,6326784,143.5
Tigimo.mp3,Son Montuno,5006318,44100,13550976,307.3
Tihuanaco.mp3,Pachanga,3525014,44100,9552953,216.6
Timbale (2).mp3,Son Cubano,6045958,44100,13200768,299.3
Timbale.mp3,Son Montuno,2512776,22050,6835169,310
Timbalero - Gran Combo.mp3,Guajira,4207772,44100,11585665,262.7
Timbalero - Héctor Laove.mp3,Son Montuno,10042572,44100,22013569,499.2
Timbalero (Remix) - Gran Combo.mp3,Bolero Son,6578034,44100,18118656,410.9
Timbalero [Extended]  Rmx.mp3,Son Montuno,16642708,44100,18343646,416
Timbalero.mp3,Merengue,4442010,44100,12101759,274.4
timbalero-gran combo.mp3,Son Cubano,6040346,44100,16648704,377.5
Timbalerome.mp3,Bolero Tradicional,4506233,44100,12257281,277.9
Timidez.mp3,Bolero Son,4354516,44100,11839105,268.5
TIMOTEO - LOS AHIJADOS.mp3,Salsa,3991384,44100,10995255,249.3
Tin Marin.mp3,Bolero Tradicional,15870034,44100,17430895,395.3
Tin marín.mp3,Bolero Tradicional,6599677,44100,12107517,274.5
Tin Tin Deo - Machito Y Su Afro Cubans.mp3,Guajira,3684848,44100,7994880,181.3
Tin Tin Deo - Orq Harlow.mp3,Bolero Son,5699647,44100,15546239,352.5
Tin Tin Deo.mp3,Merengue,8597014,44100,15794426,358.2
TINGUILANGA - QUIQUE Y LA SABROSURA.mp3,Bolero Tradicional,4573724,44100,10085061,228.7
Tinguilanga.mp3,Pachanga,4570269,44100,9772417,221.6
Tinguiri- Andy Montañez.mp3,Pachanga,4970130,44100,13695544,310.6
Tinmarin - Luis Perico Ortiz.mp3,Bolero Tradicional,8002909,44100,17516161,397.2
Tintorea (1).mp3,Bolero Son,6354846,44100,11567513,262.3
Tintorera - Adalberto Santiago.mp3,Guaracha,4338044,44100,11793591,267.4
Tipico Merengue.mp3,Merengue,8889112,44100,9734399,220.7
Tipo De Esquina.mp3,Son Montuno,5374439,44100,14654593,332.3
TIRABUZON- LUI CRUZ.mp3,Salsa,13685056,44100,15082835,342
Tirame La Pelota.mp3,Bolero Son,2196604,44100,5891327,133.6
Tiran Pa Su Lado - Hancel Camacho.mp3,Merengue,3724190,44100,10252801,232.5
Tirandote Flores - Bobby Valentin.mp3,Guaracha,4151062,44100,11278079,255.7
Tirate Que Esta Bajito  - Tito Rodríguez.mp3,Pachanga,3159279,44100,6835967,155
Tirate un Paso.mp3,Salsa,10235680,44100,11279898,255.8
Tirita.mp3,Guaracha,4532015,44100,12328119,279.5
Tiroteo  - Sexteto New Swing.mp3,Merengue,2863778,44100,7730468,175.3
Tiroteo.mp3,Son Montuno,2829449,44100,7633153,173.1
TITA - Juan Bustos.mp3,Son Montuno,2782354,44100,7668863,173.9
Ti-Ta-Tiri.mp3,Salsa,4416053,44100,12013055,272.4
Titico - La Misma Gente.mp3,Salsa,5926691,44100,12938113,293.4
Tito Nieves - Let It Be.mp3,Pachanga,5136717,44100,14154623,321
Tito On Timbales.mp3,Merengue,2997259,44100,8047872,182.5
Tito´s Idea.mp3,Son Montuno,3756387,44100,10127231,229.6
To Be With You.mp3,Bolero Tradicional,1436319,22050,3795841,172.1
To My Country.mp3,Bolero Tradicional,4229248,44100,11620223,263.5
Tocale La Campana.mp3,Son Cubano,2890417,44100,7803649,177
Tocame La Clave - Guayacán.mp3,Salsa,5571637,44100,12155206,275.6
TOCAME UN PORRO - NELSON Y SUS ESTRELLAS.mp3,Son Montuno,4889806,44100,10782022,244.5
Tocame Un Porro.mp3,Guaracha,3993030,44100,11002167,249.5
Tocando El Ruffo.mp3,Bolero Tradicional,3504762,44100,6330526,143.5
TOCANDO EL RUFO.mp3,Guajira,2504080,44100,6895873,156.4
TOCANDO EN EL RUFO - JOE QUIJANO.mp3,Merengue,3447837,44100,6330904,143.6
Tocando En El Rufo.mp3,Pachanga,2539273,44100,6793343,154
Tocando Madera.mp3,Guajira,2788859,44100,7523711,170.6
Tocarte - Costa Brava.mp3,Bolero Son,3299080,44100,11907073,270
Tocineta.mp3,Guaracha,3123495,44100,8603135,195.1
Toco Madera - La Mulenze.mp3,Bolero Tradicional,5025344,44100,13685760,310.3
Toco Madera.mp3,Merengue,5040001,44100,13878711,314.7
TOCOLORO- LUI RAMIREZ.mp3,Guaracha,9734560,44100,10727413,243.3
Toda La Noche Oliendo A Ti - Gilberto Santa Rosa.mp3,Pachanga,5731827,44100,12508416,283.6
Toda Una Vida.mp3,Son Montuno,2729850,44100,7361282,166.9
Todavia - Gran Combo.mp3,Bolero Tradicional,4229919,44100,11646719,264.1
Todavia - Louie Ramirez.mp3,Pachanga,3628541,44100,13117824,297.5
Todavia Te Quiero - Gran Combo.mp3,Son Montuno,4475281,44100,12322943,279.4
Todavia.mp3,Son Montuno,7121241,44100,13065119,296.3
Todo - Dlg.mp3,Bolero Tradicional,4615900,44100,12559826,284.8
Todo - Paquito Guzmán.mp3,Merengue,4319324,44100,11742336,266.3
Todo (1).mp3,Bolero Son,5330457,44100,11586816,262.7
Todo A Tus Pies.mp3,Guaracha,5489609,44100,11972735,271.5
Todo Acabo - Willy Rodriguez.mp3,Guaracha,1946171,44100,6935041,157.3
Todo Aquel Ayer - Vicentico Valdes.mp3,Son Cubano,2989383,44100,8076672,183.1
Todo Bien - Gran Combo.mp3,Salsa,3993776,44100,10995839,249.3
Todo De Mi.mp3,Son Cubano,7708859,48000,9245416,192.6
Todo De Ti - Joe Arroyo.mp3,Son Cubano,3582831,44100,9712512,220.2
Todo El Amor Del Mundo - Tito Rodriguez.mp3,Bolero Tradicional,3049565,44100,6594048,149.5
Todo El Mundo Con La Lengua Afuera.mp3,Bolero Tradicional,7550417,44100,20519424,465.3
Todo El Mundo Escucha - Bienvenido Granda.mp3,Son Cubano,2781082,44100,7661953,173.7
Todo El Mundo Escucha - Bobby Valentin.mp3,Son Montuno,5289588,44100,14416127,326.9
TODO EL MUNDO ESCUCHA.mp3,Guajira,5212160,44100,14363136,325.7
Todo El Mundo Quiere A Alguien - Gran Combo.mp3,Bolero Tradicional,4038540,44100,11119104,252.1
Todo El Mundo.mp3,Merengue,4289096,44100,7771675,176.2
Todo Empezo.mp3,Bolero Son,11808672,44100,13007458,295
Todo En La Vida Pasara - Vicentico Valdes.mp3,Son Cubano,2182304,44100,5852161,132.7
Todo Era Mentira.mp3,Merengue,2993763,44100,8085889,183.4
Todo Eso Es Mi Mujer.mp3,Guaracha,5509877,44100,15018040,340.5
Todo Esta Querido.mp3,Bolero Son,11317725,48000,13519872,281.7
Todo Ha Cambiado.mp3,Bolero Tradicional,9796115,48000,11693952,243.6
Todo Lo Echaste A Perder.mp3,Bolero Son,3151591,44100,8470656,192.1
Todo Lo Perdi - Costa Brava.mp3,Bolero Son,3753297,44100,13576321,307.9
Todo Lo Perdi.mp3,Merengue,2996018,44100,8251777,187.1
Todo Lo Tengo En Tu Cuerpo - David Pabon.mp3,Bolero Tradicional,4443954,44100,12236543,277.5
Todo Me Gusta De Ti - Alberto Beltran.mp3,Guaracha,2554960,44100,7038721,159.6
Todo Me Huele A Ti - Tito Gómez.mp3,Bolero Son,5909443,44100,12900097,292.5
Todo Me Huele A Ti.mp3,Son Cubano,6515506,44100,14186880,321.7
Todo Me Huele.mp3,Merengue,5160792,44100,14212791,322.3
Todo Mi Corazon - Dlg.mp3,Guaracha,3676797,44100,13295231,301.5
Todo Mi Corazon.mp3,Guajira,12017788,44100,13244672,300.3
Todo Pasa - Anthony Crúz.mp3,Bolero Son,5350632,44100,11667910,264.6
Todo por el Son.mp3,Bolero Tradicional,11526064,44100,12702546,288
Todo Por Ella - José Bello.mp3,Bolero Son,4276790,44100,9300097,210.9
Todo Por Ella.mp3,Guajira,3463372,44100,9383041,212.8
Todo Por Nada.mp3,Guajira,10670711,48000,12743424,265.5
Todo Se Derrumbo - Louie Ramirez.mp3,Son Cubano,3987045,44100,10826495,245.5
Todo Se Derrumbo.mp3,Pachanga,6054485,44100,10978836,249
Todo Se Va A Poder.mp3,Guajira,5570479,44100,15190273,344.5
TODO SE VA PODER -Ray Barreto-.mp3,Bolero Son,5916800,44100,16200576,367.4
Todo Tiene Su Final - Cheo Feliciano.mp3,Merengue,4728925,44100,12871296,291.9
Todo Tiene Su Final - Hector Lavoe - Willie Colon.mp3,Pachanga,4790461,44100,13191553,299.1
Todo Tiene Su Final.mp3,Salsa,12058797,48000,14409216,300.2
Todo.mp3,Guaracha,10476844,44100,11545781,261.8
Todopoderoso.mp3,Guaracha,10481864,44100,11540026,261.7
Todos Somos Iguales.mp3,Son Montuno,4489874,44100,8140410,184.6
Todos Vuelven - Celio Gonzalez.mp3,Merengue,2940895,44100,7943038,180.1
TOLU - LUCHO BERMUDEZ.mp3,Guaracha,2659349,44100,7323833,166.1
Toma Jabon Pa' Que Laves - Daniel Santos.mp3,Salsa,2222855,44100,6815718,154.6
Toma Mi Corazon - Vicentico Valdéz.mp3,Merengue,2514163,44100,6766847,153.4
Tomame Ya - Tito Rodriguez.mp3,Guaracha,4423083,44100,9622655,218.2
Tomando Té.mp3,Son Cubano,2604918,44100,7015682,159.1
TOMASA Y JOSE - LOS DEL CANEY.mp3,Son Montuno,2964041,44100,8163640,185.1
Tomasa Y José.mp3,Guaracha,4502419,44100,8164600,185.1
Tomate Como Soy Yo.mp3,Son Montuno,12207597,48000,14587776,303.9
Tomatero.mp3,Bolero Tradicional,6126950,44100,16881408,382.8
TONTO AMOR - HERNAN HERNANDEZ.mp3,Salsa,3301334,44100,9093304,206.2
Tonto Corazon.mp3,Salsa,4186021,44100,11374848,257.9
Tonto Del Amor.mp3,Guaracha,2519608,44100,6781805,153.8
Tony Vega - Hey Jude.mp3,Pachanga,5293029,44100,14585471,330.7
Toño Bicicleta.mp3,Bolero Tradicional,6257026,44100,11494698,260.7
Toño Biicleta +++++++++.mp3,Pachanga,8118501,44100,11183987,253.6
TOÑO FUEGO - Bobby Rodriguez.mp3,Bolero Son,7144151,44100,15750143,357.1
Toño Porque Sera.mp3,Salsa,15486540,44100,17006975,385.6
Toque Toque - Bobby Valentin.mp3,Salsa,5300027,44100,14444927,327.5
TORA MATA (Celia Cruz).mp3,Son Montuno,5459968,44100,15046272,341.2
Torbellino De Amor - Miles Peña.mp3,Bolero Tradicional,6079761,44100,13275648,301
Torbellino De Amor.mp3,Bolero Son,4928631,44100,13580656,308
Torero - Guayacán.mp3,Guaracha,4260604,44100,11580473,262.6
Torero.mp3,Bolero Son,10674366,44100,11763549,266.7
Tormenta De Amor - Diana.mp3,Bolero Tradicional,6202527,44100,13546369,307.2
Tormenta De Amor.mp3,Guajira,3508352,44100,12886744,292.2
Tormenta.mp3,Guajira,5110434,44100,14073286,319.1
Toro Mata - Celia Cruz.mp3,Bolero Tradicional,2784571,22050,7512192,340.7
Toromata.mp3,Pachanga,8292072,44100,15127210,343
Tortitas.mp3,Guajira,2843995,44100,7675776,174.1
TOSCA PACHANGA - CHARLES FOX.mp3,Bolero Tradicional,3866328,44100,8525253,193.3
Tosta Pachanga.mp3,Bolero Tradicional,4043614,44100,8611200,195.3
Tostao Y Colao.mp3,Son Cubano,6733549,44100,14265217,323.5
TOTAL - CELIO GONZALEZ.mp3,Pachanga,2696965,44100,7427512,168.4
Total - Celio González.mp3,Guaracha,2758665,44100,7440767,168.7
Total Pa Que - Gran Combo.mp3,Bolero Son,4504946,44100,12404735,281.3
Total Para Nada - Bobby Valentin.mp3,Bolero Son,3463101,44100,9381889,212.7
TOTAL PARA NADA.mp3,Guajira,3426304,44100,9440641,214.1
Total.mp3,Bolero Tradicional,2701073,44100,7272575,164.9
Tothether.mp3,Bolero Tradicional,6061117,44100,6617087,150
Trabajador Guajiro - Luis Perico Ortiz.mp3,Son Cubano,6279221,44100,17144065,388.8
Trabalengua.mp3,Guaracha,2970268,44100,8023681,181.9
Track 01.mp3,Guaracha,4020578,44100,10918656,247.6
Track 02.mp3,Son Montuno,2516761,44100,6773760,153.6
Track 03.mp3,Pachanga,3221022,44100,8714879,197.6
Track 04.mp3,Bolero Tradicional,2821453,44100,7613567,172.6
Track 06.mp3,Pachanga,5564937,44100,15175295,344.1
Track 08.mp3,Pachanga,3029179,44100,8186112,185.6
Track 09.mp3,Salsa,2501297,44100,6731137,152.6
Track 1.mp3,Son Montuno,10378431,44100,14299776,324.3
Track 10.mp3,Guaracha,2805154,44100,7568640,171.6
Track 11.mp3,Guajira,2677258,44100,7216127,163.6
Track 12.mp3,Bolero Tradicional,2979443,44100,8049025,182.5
Track 13.mp3,Guaracha,2485833,44100,6688512,151.7
Track 14.mp3,Son Montuno,2948514,44100,7963776,180.6
Track 15.mp3,Guajira,2757506,44100,7437311,168.6
Track 16.mp3,Son Cubano,2548945,44100,6862464,155.6
Track 17.mp3,Guaracha,2645493,44100,7128575,161.6
Track 18.mp3,Son Montuno,3406597,44100,9226368,209.2
Track 19.mp3,Guaracha,2580710,44100,6950017,157.6
Track 2.mp3,Bolero Son,12797578,44100,17633663,399.9
Track 20.mp3,Son Montuno,2869938,44100,7747201,175.7
Track 21.mp3,Pachanga,2933467,44100,7922303,179.6
Track 22.mp3,Bolero Son,3012880,44100,8141185,184.6
Track 3.mp3,Son Montuno,11404103,44100,15713281,356.3
Track 4.mp3,Bolero Tradicional,9238238,44100,12728448,288.6
Track 5.mp3,Bolero Son,9676259,44100,13332096,302.3
Track 6.mp3,Son Cubano,1174134,44100,1615105,36.6
Track 7.mp3,Pachanga,12382963,44100,17062272,386.9
Track 8.mp3,Guajira,1923116,44100,2647295,60
Track 9.mp3,Bolero Son,9468952,44100,13046401,295.8
Track No02.mp3,Guaracha,3659113,44100,10056961,228
Track No03.mp3,Son Cubano,3066865,44100,8424577,191
Track No04.mp3,Pachanga,3857643,44100,10604159,240.5
Track No05.mp3,Son Cubano,3300922,44100,9069697,205.7
Track No06.mp3,Bolero Son,2954851,44100,8115839,184
Track No07.mp3,Son Montuno,2960285,44100,8130816,184.4
Track No08.mp3,Guaracha,4394303,44100,12083328,274
Track No09.mp3,Guajira,4518855,44100,12426625,281.8
Track No10.mp3,Bolero Tradicional,3579700,44100,9838079,223.1
Track01.mp3,Salsa,6002355,44100,16532349,374.9
Track02.mp3,Salsa,7074002,44100,19486076,441.9
Track03.mp3,Guaracha,7632814,44100,21026301,476.8
Track04.mp3,Pachanga,7646606,44100,21064315,477.6
Track05.mp3,Bolero Tradicional,7608154,44100,20958332,475.2
Track06.mp3,Guajira,9005392,44100,24809469,562.6
Track07.mp3,Merengue,8127677,44100,22390267,507.7
Track08.mp3,Son Cubano,9220223,44100,25401597,576
Track09.mp3,Salsa,7473153,44100,20586236,466.8
Tragao De Ti.mp3,Bolero Son,5989563,44100,11001601,249.5
Tragedia - Marck  Anthony.mp3,Merengue,3582175,44100,9709053,220.2
Tragedy - Marck Anthony.mp3,Bolero Son,3930047,44100,10668672,241.9
TRAGO AMARGO.mp3,Guaracha,3948544,44100,10877185,246.6
Trago Amargo-Roberto Roena.mp3,Bolero Tradicional,3937885,44100,10847798,246
Traicion - India.mp3,Bolero Tradicional,5700982,44100,12440449,282.1
Traicion - Tito Rodrìguez.mp3,Merengue,2896487,44100,6256511,141.9
Traicionera - Guayacán.mp3,Son Montuno,2833796,44100,10197111,231.2
TRAICIONERA - PASTOR LOPEZ.mp3,Guajira,3336860,44100,9191223,208.4
Traicionera.mp3,Bolero Tradicional,8088108,44100,12645503,286.7
Traicionero  - Mimi Ibarra.mp3,Pachanga,3963714,44100,10883511,246.8
Traigo Alegria.mp3,Guaracha,11839835,44100,16235135,368.1
Traigo De Todo - Ismael Rivera.mp3,Salsa,10461192,48000,12548189,261.4
Traigo De Todo.mp3,Son Cubano,5105194,44100,13821695,313.4
Traigo La Salsa - Ismael Rivera.mp3,Son Montuno,10168414,48000,12196854,254.1
Traigo La Salsa.mp3,Guajira,3874992,44100,10452097,237
Traigo Para Ti.mp3,Pachanga,6847110,44100,7483619,169.7
Trampas.mp3,Pachanga,8600770,44100,15801328,358.3
Trampolin - Gran Combo.mp3,Son Montuno,4185620,44100,11524609,261.3
trampolin.mp3,Salsa,8554269,44100,11787264,267.3
Tranquilidad - Hector Lavoe - Willie Colon.mp3,Salsa,4579095,44100,12457729,282.5
Tranquilo Mota - Van Van.mp3,Son Cubano,5234232,44100,14264062,323.4
Tranquilo.mp3,Bolero Son,4409799,44100,11991168,271.9
Transformado Por Tu Amor.mp3,Salsa,5403330,44100,14730039,334
Trata Conmigo.mp3,Merengue,5072384,44100,13731839,311.4
Trata De Querer - Gilberto Sextet.mp3,Salsa,2959473,44100,7993729,181.3
Tratame Como Soy.mp3,Guaracha,4228972,44100,11652480,264.2
Tratarme Y No Cuestionarme-.mp3,Guajira,5536211,44100,15095808,342.3
Tratarte Y No Cuestionarte.mp3,Salsa,5494293,44100,15138998,343.3
Trato De Olvidarte.mp3,Guaracha,10685079,48000,12760704,265.8
Trebol De Cuatro Hojas.mp3,Son Montuno,10848535,44100,11958911,271.2
Tremenda Pachanga.mp3,Guaracha,3339346,44100,7058304,160.1
TREMENDO BOGALOO - MARIO ALINSON.mp3,Guajira,2941019,44100,6475847,146.8
Tremendo bogaloo.mp3,Guajira,3883160,44100,7115901,161.4
Tremendo Boogaloo.mp3,Son Cubano,3339889,44100,7059455,160.1
Tremendo Coco - Cheo Feliciano.mp3,Bolero Son,2629934,44100,7085952,160.7
TREMENDO COCO .mp3,Merengue,2504704,44100,6898177,156.4
Tremendo Coco.mp3,Guaracha,2655082,44100,7155071,162.2
Tremendo Cumban - Gran Combo.mp3,Merengue,3500597,44100,9636481,218.5
TREMENDO CUMBAN- HECTOR CASANOVA.mp3,Bolero Tradicional,12835240,44100,14145913,320.8
Tremendo Cumban.mp3,Merengue,5261200,44100,14337792,325.1
Tremendo Guaguanco      R Davila.mp3,Bolero Son,3110293,44100,8409600,190.7
Tremendo Problema - Paquito Perez.mp3,Guajira,3728487,44100,10269495,232.9
TREMENDO RUMBON - JOE CUBA.mp3,Guaracha,3340713,44100,7366272,167
Tremendo Rumbon.mp3,Pachanga,2727353,44100,7466111,169.3
Tremendo Rumbon-Joe Cuba.mp3,Salsa,2799053,44100,7685949,174.3
Tres Corazones.mp3,Merengue,3167759,44100,11424384,259.1
Tres Cosas.mp3,Son Montuno,6931228,44100,12733544,288.7
Tres Cositas.mp3,Son Montuno,2635065,44100,7099775,161
Tres Dias De Carnaval.mp3,Bolero Tradicional,6051592,44100,13168966,298.6
Tres Lindas Cubanas.mp3,Son Montuno,3904969,44100,8497153,192.7
Tres Palabras - Luis Perico Ortiz.mp3,Son Cubano,5261067,44100,14337792,325.1
Tres Veces No - David Pabon.mp3,Salsa,4595604,44100,12654721,287
Tribilin Cantore.mp3,Guaracha,4242928,44100,11531519,261.5
Tribute To Steve Wonder.mp3,Son Cubano,19877753,44100,21913571,496.9
Tributo A Cali - Bobby Valentin.mp3,Son Cubano,5127413,44100,13969152,316.8
Tributo A Cortijo - Bobby Rodriguez.mp3,Salsa,6921588,44100,15259392,346
Tributo A Hector Lavoe - Domingo Quiñones Y Van Lester.mp3,Bolero Son,8459006,44100,18521857,420
Tributo A Las Tribus Del Amazonas - Guayacán.mp3,Guajira,6454576,44100,14102086,319.8
Tributo A Perin Vasquez (Remix) - Gran Combo.mp3,Son Cubano,7493393,44100,20641537,468.1
Tributo Al Gran Combo.mp3,Son Cubano,6233813,44100,17015040,385.8
Trinchera - Gran Combo.mp3,Pachanga,5020702,44100,13826304,313.5
TRINIDAD - CUARTETO IMPERIAL.mp3,Son Cubano,2838619,44100,6250055,141.7
Triste Lamento - Joe Arroyo.mp3,Son Cubano,4795748,44100,13055615,296
Triste Realidad - Domingo Quiñones.mp3,Salsa,6104328,44100,13329792,302.3
Triste Y Solo - Dlg.mp3,Salsa,4825871,44100,13138559,297.9
Triste Y Vacia - Héctor Lavoe.mp3,Salsa,8932836,44100,16305407,369.7
Triste Y Vacia.mp3,Guaracha,6053162,44100,16418303,372.3
Tristeresa.mp3,Son Cubano,12313180,44100,13509404,306.3
Tristeza Del Barrio - Pedro Arroyo.mp3,Guaracha,5555644,44100,15149951,343.5
Tristeza Del Barrio.mp3,Pachanga,5498880,44100,15149951,343.5
Tristeza En El Barrio.mp3,Merengue,6785966,44100,14780159,335.2
Tristeza Marina.mp3,Guaracha,2772612,44100,7478784,169.6
